cz90,civ_noninst_pop,civ_noninst_pop_employed,civ_noninst_pop_local,civ_noninst_pop_immigrant,civ_noninst_pop_employed_local,civ_noninst_pop_employed_immigrant,civ_noninst_pop_employed_central_america,civ_noninst_pop_employed_south_america,civ_noninst_pop_employed_mexico,civ_noninst_labforce,civ_noninst_labforce_local,civ_noninst_labforce_immigrant,civ_noninst_labforce_central_america,civ_noninst_labforce_south_america,civ_noninst_labforce_mexico,count,count_local,count_immigrant,count_central_america,count_south_america,count_mexico,county_prop_incz,county_prop_inpuma,EPOP,state_fips,state_abbv,states_count,states_abbv,cbsa10,cbsa_name
25102,55063.633227944374,33272.649999797344,54368.695637091994,694.9375908523798,32873.81220880151,398.83779099583626,69.41191229224205,0,67.69504056870937,35312.27374513447,34899.590510740876,412.68323439359665,72.93601740896702,0,67.69504056870937,2997.318424642086,2961.060556486249,36.25786815583706,5.465888023376465,0.09036166965961456,7.220244944095612,0.5975710728334697,0.45708785726582435,60.425816549482114,29,MO,2,MO; AR,48460,"West Plains, MO"
25103,46107.85112679005,30099.96610224247,44349.86845433712,1757.9826724529266,28907.94515222311,1192.0209500193596,399.25646901130676,7.838805019855499,403.95975202322006,31603.448905050755,30391.04706197977,1212.401843070984,399.25646901130676,7.838805019855499,409.18562203645706,2430.0295561552048,2360.002897977829,70.0266581773758,11.496914029121399,2.0903480052948,25.084176063537598,0.5225870013237,0.2730971739524968,65.28165023234727,05,AR,1,AR,25460,"Harrison, AR"
25104,31537.813018798828,19316.006858825684,30806.29545021057,731.5175685882568,18815.73263168335,500.274227142334,160.18632888793945,0,152.38237953186035,20461.54447746277,19944.019414901733,517.5250625610352,176.2049617767334,0,152.38237953186035,1831.8744277954102,1801.0693645477295,30.805063247680664,6.571746826171875,0.4107341766357422,11.500556945800781,0.4107341766357422,0.16870256385664106,61.24713481975411,05,AR,1,AR,NA,NA
25105,38307.855393886566,23462.463839650154,37419.307122677565,888.5482712090015,22854.798598587513,607.6652410626411,194.572614133358,0,185.09343549609184,24853.907482773066,24225.288267880678,628.6192148923874,214.0298755466938,0,185.09343549609184,2225.11245906353,2187.694648653269,37.417810410261154,7.982466220855713,0.49890413880348206,13.969315886497498,0.49890413880348206,0.2489053397152441,61.24713481975411,05,AR,1,AR,12900,"Batesville, AR"
25200,90050.80132291466,57608.45157453418,88294.31899746507,1756.482325449586,56372.2406437099,1236.2109308242798,341.3777178823948,59.80473628640175,331.1741503700614,61201.365384183824,59957.22677543014,1244.1386087536812,341.3777178823948,59.80473628640175,331.1741503700614,4993.403281293809,4924.011485725641,69.39179556816816,13.064569741487503,3.495829902589321,10.737017348408699,0.629159111794285,0.8785415462724266,63.97328033534657,21,KY,1,KY,31580,"Madisonville, KY"
25300,68792.13268904388,44481.5826625973,67027.23931416869,1764.8933748751879,43415.99580618739,1065.5868564099073,110.48026876151562,19.086112529039383,423.66311126947403,46965.53985801339,45842.09299276769,1123.4468652456999,111.9884294718504,19.086112529039383,436.18528789281845,3906.259912252426,3821.173814162612,85.08609808981419,5.98224563896656,1.4750199764966965,32.80280578136444,0.24259098510444677,0.1750175882197973,64.66085717049098,47,TN,2,KY; TN,32460,"Mayfield, KY"
25401,83306.36540109664,55162.16939358413,81057.55360975116,2248.811791345477,53844.820754788816,1317.3486387953162,167.44656905531883,9.201124511659145,361.75427946448326,57903.864262238145,56472.79050240666,1431.0737598314881,167.44656905531883,14.411761559545994,370.90810130536556,4281.800754509866,4193.631737776101,88.1690167337656,5.857443377375603,1.5238090679049492,27.27467531710863,0.4696255655843016,0.3430936258694593,66.21603178579915,21,KY,2,IL; KY,37140,"Paducah, KY-IL"
25402,22522.94474542141,15015.927731245756,21861.853064969182,661.0916804522276,14631.884784251451,384.04294699430466,51.508718729019165,1.3255920261144638,104.15365919470787,15714.325358718634,15301.4981277287,412.827230989933,51.508718729019165,1.3255920261144638,104.15365919470787,1061.4204723387957,1037.1810752898455,24.239397048950195,1.7043326050043106,0.3787405788898468,7.764181867241859,0.1893702894449234,0.03586110652445407,66.66946929441045,21,KY,1,KY,34660,"Murray, KY"
25500,79448.80802750587,58003.595919281244,77884.17564719915,1564.6323803067207,56853.34116047621,1150.2547588050365,48.004189759492874,24.934562653303146,221.1585022509098,61469.561770290136,60218.843671411276,1250.7180988788605,48.004189759492874,27.149063646793365,257.7116721868515,6603.3183236420155,6511.308725237846,92.00959840416908,5.480589121580124,1.7581802904605865,13.032527685165405,0.4653699305927965,0.41448265912130644,73.00750931241144,17,IL,1,IL,16460,"Centralia, IL"
25601,157632.3199415207,103891.5541587174,153195.1176340282,4437.202307492495,100942.84120744467,2948.712951272726,303.15234047174454,177.3498396575451,704.9553857147694,111941.06073960662,108727.96577864885,3213.0949609577656,303.15234047174454,198.07802814245224,746.3187035322189,10429.77058365941,10216.559082508087,213.21150115132332,11.89392864704132,11.736968904733658,33.65836200118065,0.7861749042334938,1.144573170971798,65.9075208670783,17,IL,1,IL,16060,"Carbondale-Marion, IL"
25602,19013.600904732943,12390.766916245222,18691.503560721874,322.09734401106834,12209.63336777687,181.13354846835136,4.682363837957382,0,57.42056706547737,13209.687707483768,12979.019678413868,230.6680290699005,4.682363837957382,9.118287473917007,73.43918019533157,1463.3619194626808,1440.6894208788872,22.67249858379364,0.4928804039955139,0.24644020199775696,6.653885453939438,0.24644020199775696,0.06073277316069525,65.16791310772102,17,IL,1,IL,NA,NA
25701,116158.95104432106,77410.2662718296,112792.25144934654,3366.699594974518,75560.1676851511,1850.098586678505,63.57398438453674,0,579.7336958646774,81466.11458706856,79581.99941444397,1884.115172624588,63.57398438453674,0,584.7502818107605,6467.598972797394,6326.679293036461,140.91967976093292,5.557398438453674,2,50.886507868766785,0.8529803325258136,1.3106930191905946,66.64167124089586,29,MO,1,MO,16020,"Cape Girardeau, MO-IL"
25702,44665.278287529945,27446.347575187683,44152.06681251526,513.2114750146866,27159.786456227303,286.56111896038055,2.1654492616653442,0,53.41441512107849,29588.698711395264,29302.137592434883,286.56111896038055,2.1654492616653442,0,53.41441512107849,2423.8595402240753,2401.4832311868668,22.376309037208557,1.4436328411102295,0.7218164205551147,0.7218164205551147,0.7218164205551147,0.5210189449829983,61.44895683511369,29,MO,1,MO,38740,"Poplar Bluff, MO"
25800,54716.042858213186,34709.17024195194,53507.58179843426,1208.4610597789288,33899.14507523179,810.0251667201519,40.88262051343918,33.418554216623306,466.32580503821373,37791.868055164814,36954.857092648745,837.0109625160694,40.88262051343918,41.66469097137451,479.42337051033974,3515.476303100586,3443.2033471763134,72.27295592427254,4.3486663699150085,2.1700359880924225,42.17176020145416,0.438471832653633,0.3842584162490059,63.435088556923844,05,AR,2,MO; AR,14180,"Blytheville, AR"
25900,137878.1259809211,91601.78547663987,133423.69152282178,4454.434458099306,88737.8434164226,2863.9420602172613,164.61839511990547,87.30432937294245,1363.1153075695038,98292.10794749856,95287.35904274136,3004.7489047572017,168.61839511990547,89.02753779292107,1430.0199063494802,7039.113585531712,6871.498328357935,167.61525717377663,17.259030021727085,7.67486260086298,48.0048423781991,0.8696414396899126,1.057237686996514,66.43677873117835,05,AR,1,AR,27860,"Jonesboro, AR"
26001,12345.987051218748,9632.704931497574,11764.145641461015,581.8414097577333,9204.108715333045,428.5962161645293,22.1664484962821,11.068676799535751,46.47102324664593,10008.603022567928,9566.969899587333,441.63312298059464,22.1664484962821,11.068676799535751,46.47102324664593,952.6099029406905,929.2721233442426,23.337779596447945,0.7513564601540565,1.074514500796795,2.11401554197073,0.0927709248065185,0.012829400047212058,78.02296318257251,27,MN,1,MN,NA,NA
26002,178025.51729376614,131445.63649486005,173525.08442106843,4500.432872697711,128110.5022021681,3335.134292691946,112.7339960038662,161.00679543614388,106.72404435276985,137547.58034825325,133951.04713609815,3596.5332121551037,112.7339960038662,280.59023001790047,106.72404435276985,11693.688978210092,11445.931300401688,247.75767780840397,4.077637746930122,12.701285973191261,9.227244764566422,0.7492260730415641,1.8694848402440754,73.8352784999675,27,MN,2,MN; WI,20260,"Duluth, MN-WI"
26003,3083.927933499217,2197.1264486014843,3012.369784384966,71.55814911425114,2144.500901095569,52.625547505915165,3.148873448371887,2.676542431116104,0,2312.4932995662093,2254.711471788585,57.78182777762413,3.148873448371887,7.832822702825069,0,216.87865875661373,212.3127922564745,4.5658665001392365,0.11808275431394577,0.23616550862789154,0,0.03936091810464859,0.0015492818740408532,71.24441608168475,27,MN,1,MN,NA,NA
26004,7930.866367742419,5650.299433916807,7746.8419254124165,184.02444233000278,5514.963526658714,135.33590725809336,8.097885251045227,6.883202463388443,0,5946.985704801977,5798.389510445297,148.59619435667992,8.097885251045227,20.143489561975002,0,557.74184666574,545.9999130517244,11.74193361401558,0.303670696914196,0.607341393828392,0,0.10122356563806534,0.010246210240483722,71.24441608168475,27,MN,1,MN,NA,NA
26101,33258.40612125397,23023.705680191517,32153.959182441235,1104.4469388127327,22274.60567328334,749.1000069081783,92.11422401666641,18.88689012825489,219.65195262432098,24165.634381964803,23398.950197324157,766.684184640646,93.04955261945724,20.196350172162056,225.82512140274048,2629.5756335258484,2565.0373530089855,64.53828051686287,5.393012255430222,4.32765756547451,15.795706152915955,0.21830844639376146,0.09458100763571076,69.22672600800942,29,MO,1,MO,33620,"Moberly, MO"
26102,27683.531515985727,19526.973849356174,26474.397570371628,1209.1339456140995,18687.39007487893,839.5837744772434,124.05762696266174,20.196825742721558,331.1060252189636,20420.931872814894,19555.546846568584,865.3850262463093,127.79318556189537,21.87989455461502,339.0404924750328,2478.638724565506,2402.6141381561756,76.02458640933037,7.182567775249481,3.4994727075099945,23.125845074653625,0.20643433481014828,0.07558886956303912,70.53642646018776,29,MO,1,MO,32180,"Marshall, MO"
26103,11776.62381374836,8364.426342256367,11335.128033876419,441.4957798719406,8065.773169547319,298.6531727090478,41.42286182194948,4.8419209420681,116.18360678851604,8690.997175268829,8384.23821669817,306.75895857065916,43.83863262832165,5.245414353907108,118.08579001575708,1146.940802887082,1117.433283045888,29.507519841194153,3.002110742032528,0.9189637303352356,8.744578048586845,0.09131367321954142,0.015861418102019187,71.02567318565022,29,MO,1,MO,NA,NA
26104,7917.629542529583,5673.567818641663,7684.065695285797,233.56384724378586,5523.569295108318,149.99852353334427,17.994892716407776,0,56.696237325668335,5846.491342484951,5693.534754395485,152.9565880894661,20.336693823337555,0,56.696237325668335,851.4295814037323,834.0509521365166,17.37862926721573,1.9720430374145508,0.12325268983840942,4.930107593536377,0.12325268983840942,0.015191225552403154,71.65740438051651,29,MO,1,MO,NA,NA
26105,6591.260312743485,4723.126056075096,6396.823315083981,194.4369976595044,4598.255435414612,124.87062066048384,14.98037026822567,0,47.19842687249184,4867.081258036196,4739.748110756278,127.3331472799182,16.929870508611202,0,47.19842687249184,708.7972452938557,694.3299014046788,14.467343889176846,1.6416844129562378,0.10260527580976486,4.1042110323905945,0.10260527580976486,0.010527842623997918,71.65740438051651,29,MO,1,MO,NA,NA
26106,15889.789532124996,11944.098642468452,15341.446581482887,548.3429506421089,11519.430150091648,424.66849237680435,32.239922881126404,75.31457394361496,154.32881116867065,12439.06073719263,12002.764731645584,436.29600554704666,32.239922881126404,75.31457394361496,158.5569977760315,1228.816732764244,1205.0331830978394,23.783549666404724,1.585569977760315,1.3213083148002625,6.606541574001312,0.2642616629600525,0.06983422651041238,75.16838796587338,19,IA,1,IA,NA,NA
26107,23301.570370674133,15978.679363489151,22844.89523434639,456.67513632774353,15697.12490952015,281.55445396900177,13.613621950149536,4.022206485271454,12.376019954681396,16728.97557324171,16447.42111927271,281.55445396900177,13.613621950149536,4.022206485271454,12.376019954681396,1796.9980974197388,1771.627256512642,25.370840907096863,1.8564029932022095,2.1658034920692444,2.4752039909362793,0.3094004988670349,0.09572866869917007,68.57340131718716,29,MO,1,MO,28860,"Kirksville, MO"
26201,90921.72939397395,75018.08944437653,87387.691688478,3534.0377054959536,71964.05876092613,3054.030683450401,84.57673739641905,93.5810174793005,435.2840277329087,76468.39929620922,73350.7018218562,3117.6974743530154,84.90702334046364,93.5810174793005,441.99984192848206,3841.5118928328156,3761.398381076753,80.11351175606251,2.700372278690338,0.99085783213377,13.559946119785309,0.7896588478374795,0.8398658991130672,82.50842779212306,38,ND,1,ND,13900,"Bismarck, ND"
26202,1780.263877429068,1388.378875080496,1689.7308357954025,90.53304163366556,1315.1274207159877,73.25145436450839,0.5618914179503918,11.648968420922756,13.526508037000895,1435.7285055443645,1358.9686559848487,76.75984955951571,0.6030054241418839,11.648968420922756,14.362492829561234,89.39555412903428,87.01094176992774,2.3846123591065407,0.10963734984397888,0.12334201857447624,0.32891204953193665,0.01370466873049736,1.8781794501267213e-4,77.98725192837678,38,ND,1,ND,NA,NA
26203,5880.74370521307,4901.737023025751,5665.320337556303,215.42336765676737,4712.499640092254,189.23738293349743,6.1449777483940125,0,25.068716041743755,4983.856271117926,4791.895545773208,191.9607253447175,6.1449777483940125,0,25.068716041743755,239.72396147996187,235.04539887607098,4.678562603890896,0.139658585190773,0,0.8379515111446381,0.0698292925953865,0.004876130104372101,83.35233209841361,38,ND,1,ND,NA,NA
26204,1715.128939166665,1429.599969290197,1652.300346294418,62.8285928722471,1374.4085635580122,55.19140573218465,1.7921932488679886,0,7.311333822086453,1453.5501881614327,1397.5645149666816,55.98567319475114,1.7921932488679886,0,7.311333822086453,69.91590253822505,68.55139176920056,1.3645107690244913,0.04073166474699974,0,0.24438998848199844,0.02036583237349987,4.1476712826549536e-4,83.35233209841361,38,ND,1,ND,NA,NA
26301,12471.276984199882,9463.340778246522,12218.652674540877,252.6243096590042,9255.779183283448,207.56159496307373,6.9983761459589005,2.389689415693283,10.070833966135979,9703.845948725939,9496.284353762865,207.56159496307373,6.9983761459589005,2.389689415693283,10.070833966135979,927.0288011878729,912.3492804914713,14.679520696401596,0.5120763033628464,0.5120763033628464,1.1948447078466415,0.1706921011209488,0.029135793385084208,75.881088923258,38,ND,1,ND,NA,NA
26302,3363.7273268327117,2552.4329240098596,3295.5900145992637,68.13731223344803,2496.4498350396752,55.983088970184326,1.8875877037644386,0.6445421427488327,2.7162847444415092,2617.3014868050814,2561.318397834897,55.983088970184326,1.8875877037644386,0.6445421427488327,2.7162847444415092,250.03631266206503,246.0769823566079,3.959330305457115,0.13811617344617844,0.13811617344617844,0.32227107137441635,0.04603872448205948,0.002119564151934983,75.881088923258,38,ND,1,ND,NA,NA
26303,9642.919638559222,7354.26878981106,9374.04940701276,268.8702315464616,7144.925860594958,209.34292921610177,4.80841114744544,1.8270438984036446,12.086716789752245,7544.170634239912,7331.506623374298,212.66401086561382,4.80841114744544,1.8270438984036446,13.164990052580833,696.467133468017,682.7145428098738,13.752590658143163,0.3791862837970257,0.3791862837970257,1.0644802059978247,0.09946469549383499,0.01301320267737183,76.26599687094233,38,ND,1,ND,NA,NA
26304,55487.809149973094,43193.9017579034,52781.563921146095,2706.2452288269997,41003.28714246303,2190.6146154403687,18.440200217068195,339.09820364415646,395.9615417942405,44642.10298372805,42349.577845826745,2292.525137901306,19.634464152157307,339.09820364415646,420.24490847438574,2877.3639596626163,2803.652773208916,73.71118645370007,3.3397228345274925,3.7378108128905296,9.915822498500347,0.3687720519424716,0.16114413770877883,77.8439488233504,38,ND,1,ND,33500,"Minot, ND"
26305,5804.895910613239,4404.818227835,5687.309088997543,117.58682161569595,4308.206352777779,96.61187505722046,3.257472760975361,1.1123077720403671,4.68758275359869,4516.764060035348,4420.1521849781275,96.61187505722046,3.257472760975361,1.1123077720403671,4.68758275359869,431.4959649965167,424.663217253983,6.832747742533684,0.23835166543722153,0.23835166543722153,0.5561538860201836,0.07945055514574051,0.006312390712966354,75.881088923258,38,ND,1,ND,NA,NA
26401,1573.8927728985436,1182.225923338905,1534.4596820138395,39.43309088470414,1151.9854747173376,30.24044862156734,1.2461361857131124,0.32026277482509613,5.808179210871458,1238.2044108412229,1207.3896277896129,30.814783051609993,1.2461361857131124,0.32026277482509613,5.960483273956925,73.95045814756304,72.43003075011075,1.5204273974522948,0.09086805954575539,0.024635598063468933,0.25756149645894766,0.007713352397606593,1.2003457945042339e-4,75.11476916954581,46,SD,2,MT; SD,NA,NA
26402,1885.28518024832,1386.1705057248473,1849.0729743987322,36.21220584958792,1356.9961523115635,29.174353413283825,0.9001904278993607,0.7978960610926151,9.411081746220589,1453.5211168304086,1424.1626335568726,29.358483273535967,0.9001904278993607,0.7978960610926151,9.411081746220589,114.5287730768323,112.72839222103357,1.8003808557987213,0.08183549344539642,0.06137662008404732,0.388718593865633,0.020458873361349106,4.1856549921572006e-4,73.52577319587628,30,MT,1,MT,NA,NA
26403,2883.8192591927946,2249.0113908257335,2737.1663206219673,146.65293857082725,2130.352602351457,118.65878847427666,0.9101983774453402,18.869966361671686,21.911360939964652,2325.7122540958226,2201.370275752619,124.34197834320366,0.9767982587218285,18.869966361671686,23.265558525919914,144.81034185551107,140.94754874147475,3.8627931140363216,0.1775996834039688,0.1997996438294649,0.5327990502119064,0.0221999604254961,4.92838242893593e-4,77.98725192837678,38,ND,1,ND,NA,NA
26404,5525.996448436752,4282.369463520125,5284.560000911355,241.43644752539694,4090.8575956542045,191.51186786592007,3.2336963955312967,23.453644569963217,32.059007326141,4446.47777958028,4246.713161855936,199.76461772434413,3.316473964601755,23.453644569963217,34.10404026322067,246.47021282278,239.7735045980662,6.696708224713802,0.3586026728153229,0.24833270721137524,0.9034799076616764,0.023632939926471253,0.0010583171044664455,77.49497314156912,38,ND,2,ND; SD,NA,NA
26405,1142.2610492445529,839.8562683723867,1120.3207122161984,21.940337028354406,822.1800420433283,17.67622632905841,0.5454095080494881,0.48343115486204624,5.702008493244648,880.6628161109984,862.8750287462026,17.787787364795804,0.5454095080494881,0.48343115486204624,5.702008493244648,69.39096422865987,68.30014521256089,1.0908190160989761,0.04958268254995346,0.037187011912465096,0.23551774211227894,0.012395670637488365,1.536526505530912e-4,73.52577319587628,30,MT,1,MT,NA,NA
26406,7931.897114217281,5831.988682329655,7779.542714953423,152.3543992638588,5709.244403600693,122.74427872896194,3.787340998649597,3.356961339712143,39.59492862224579,6115.350649774075,5991.831687659025,123.51896211504936,3.787340998649597,3.356961339712143,39.59492862224579,481.85306614637375,474.27838414907455,7.574681997299194,0.3443037271499634,0.25822779536247253,1.635442703962326,0.08607593178749084,0.007409066033084777,73.52577319587628,30,MT,1,MT,NA,NA
26407,2207.544959243387,1623.1144999302924,2165.1428477093577,42.402111534029245,1588.9532507508993,34.16124917939305,1.0540637895464897,0.9342838134616613,11.01975779980421,1701.9776361845434,1667.6007830481976,34.376853136345744,1.0540637895464897,0.9342838134616613,11.01975779980421,134.10566122457385,131.99753364548087,2.1081275790929794,0.0958239808678627,0.07186798565089703,0.45516390912234783,0.023955995216965675,5.738897068352823e-4,73.52577319587628,30,MT,1,MT,NA,NA
26408,7581.586618721485,5574.420181930065,7435.960918068886,145.62570065259933,5457.096877336502,117.32330459356308,3.620073914527893,3.208701878786087,37.846227288246155,5845.26753026247,5727.203756004572,118.06377425789833,3.620073914527893,3.208701878786087,37.846227288246155,460.57213121652603,453.33198338747025,7.240147829055786,0.3290976285934448,0.24682322144508362,1.563213735818863,0.0822744071483612,0.0067690780716143095,73.52577319587628,30,MT,1,MT,NA,NA
26409,7761.6961510088295,5762.584715603851,7573.075457423925,188.62069358490407,5610.4024825859815,152.1822330178693,3.50386028457433,10.930906826630235,42.00122332479805,6028.463442282751,5873.18313323427,155.28030904848129,3.5327122174203396,10.930906826630235,42.58787929266691,458.3533533802256,450.4608402037993,7.8925131764262915,0.3596248999238014,0.2985706077888608,1.573575921356678,0.06187701952059842,0.005086968152290796,74.24388437126409,30,MT,2,MT; ND,NA,NA
26410,21207.002750962973,16538.758661851287,20128.547760486603,1078.4549904763699,15666.166787177324,872.5918746739626,6.693408206105232,138.76577988266945,161.13155852258205,17102.800743609667,16188.415881112218,914.3848624974489,7.183169782161713,138.76577988266945,171.09004390239716,1064.904920205474,1036.498748794198,28.406171411275864,1.3060308694839478,1.4692847281694412,3.9180926084518433,0.16325385868549347,0.02665182237570307,77.98725192837678,38,ND,1,ND,19860,"Dickinson, ND"
26411,16793.221921265125,12812.921192765236,16140.421887755394,652.8000335097313,12285.155170559883,527.7660222053528,6.329388916492462,70.97395691275597,111.02600687742233,13317.600016653538,12768.647757560015,548.952259093523,6.570388436317444,70.97395691275597,115.92633044719696,910.2407867908478,890.1913570165634,20.049429774284363,0.9186407327651978,0.92998006939888,3.238879054784775,0.07568566165589807,0.011213568222918191,76.29817108854098,38,ND,2,MT; ND,NA,NA
26412,19659.497446477413,15331.90180143714,18659.73885822296,999.7585882544518,14522.98420315981,808.9175982773304,6.20498064160347,128.63984256982803,149.37355837225914,15854.784926235676,15007.124034196138,847.6608920395374,6.6590036153793335,128.63984256982803,158.60535883903503,987.1972859799862,960.8639535009861,26.33333247900009,1.2107279300689697,1.362068921327591,3.632183790206909,0.15134099125862122,0.022904095635142063,77.98725192837678,38,ND,1,ND,48780,"Williston, ND"
26501,27385.43727964163,21736.433786153793,25781.732938587666,1603.7043410539627,20653.950040340424,1082.4837458133698,166.843980550766,10.344326794147491,120.79504191875458,22373.77779185772,21238.237660229206,1135.5401316285133,166.843980550766,10.344326794147491,130.80568075180054,1712.8203043341637,1657.0944148302078,55.72588950395584,6.340071260929108,1.66843980550766,10.01063883304596,0.333687961101532,0.11134765538409752,79.37223555788422,46,SD,1,SD,15100,"Brookings, SD"
26502,8535.532658271492,6774.843087643385,8035.687772192061,499.8448860794306,6437.452989757061,337.39009788632393,52.00217291712761,3.2241347208619118,37.64957319200039,6973.491388186812,6619.564599312842,353.9267888739705,52.00217291712761,3.2241347208619118,40.769703567028046,533.854307167232,516.4855814129114,17.36872575432062,1.9760825708508492,0.5200217291712761,3.1201303750276566,0.10400434583425522,0.01081690395241136,79.37223555788422,46,SD,1,SD,NA,NA
26503,169639.44014889002,139298.35159271955,155472.1168128252,14167.323336064816,128476.04064124823,10822.310951471329,1253.57106924057,348.97366815805435,924.1119959950447,143305.07752770185,131822.0054681301,11483.072059571743,1294.058379650116,348.97366815805435,1024.7338235974312,6484.821811079979,6110.684435904026,374.1373751759529,42.621827602386475,9.405456900596619,37.324556052684784,0.8930866013814551,1.4938272748586634,82.11436648839413,46,SD,1,SD,43620,"Sioux Falls, SD"
26504,24746.003974437714,20116.33514881134,23873.747529029846,872.2564454078674,19404.540974020958,711.7941747903824,43.67612099647522,1.265974521636963,141.78914642333984,20709.444212198257,19988.471722126007,720.9724900722504,43.67612099647522,1.265974521636963,141.78914642333984,1513.15604698658,1477.708760380745,35.44728660583496,3.7979235649108887,0.3164936304092407,13.29273247718811,0.3164936304092407,0.10016821808962106,81.29124673862998,46,SD,1,SD,47980,"Watertown, SD"
26601,9578.077074959874,7724.358509622514,9265.05560605973,313.0214689001441,7481.932802010328,242.42570761218667,21.110994547605515,4.1765881553292274,70.54251092672348,7977.068261854351,7732.517014972866,244.55124688148499,21.110994547605515,4.1765881553292274,71.02872312068939,764.3759954683483,748.4421104155481,15.933885052800179,1.3468840047717094,0.6035172380506992,5.291470997035503,0.0588455874820869,0.006889259454586585,80.64623461651226,27,MN,2,MN; SD,NA,NA
26602,12326.436755597591,10020.314117074013,11891.94988167286,434.4868739247322,9665.75643222034,354.557684853673,21.755873948335648,0.6306050419807434,70.62776470184326,10315.752579241991,9956.623007833958,359.12957140803337,21.755873948335648,0.6306050419807434,70.62776470184326,753.7306764274836,736.0737352520227,17.656941175460815,1.8918151259422302,0.15765126049518585,6.621352940797806,0.15765126049518585,0.024853919935720947,81.29124673862998,46,SD,1,SD,NA,NA
26603,5435.0173525214195,3860.142224006355,5251.281476259232,183.73587626218796,3712.337470367551,147.80475363880396,1.1345237344503403,20.20808830857277,27.69934391975403,4095.3120782375336,3940.702110953629,154.60996728390455,1.2058463990688324,20.20808830857277,29.868584364652634,309.9466434046626,304.49173848330975,5.454904921352863,0.27008409798145294,0.21396799385547638,0.7303619682788849,0.03175816870064874,0.002160829643542972,71.02354921121923,46,SD,2,ND; SD,NA,NA
26604,4148.267800882459,3372.178613394499,4002.0480988919735,146.2197019904852,3252.8578188456595,119.32079454883933,7.32159610837698,0.2122201770544052,23.768659830093384,3471.6037663444877,3350.744375512004,120.85939083248377,7.32159610837698,0.2122201770544052,23.768659830093384,253.65616662427783,247.71400166675448,5.942164957523346,0.6366605311632156,0.0530550442636013,2.2283118590712547,0.0530550442636013,0.0028148377218126935,81.29124673862998,46,SD,1,SD,NA,NA
26605,31148.060967564583,25320.64709544182,30050.14241194725,1097.9185556173325,24424.704123169184,895.9429722726345,54.97560256719589,1.5934957265853882,178.47152137756348,26067.199843347073,25159.704027056694,907.4958162903786,54.97560256719589,1.5934957265853882,178.47152137756348,1904.6257672011852,1860.0078868567944,44.61788034439087,4.7804871797561646,0.39837393164634705,16.731705129146576,0.39837393164634705,0.1587017894153684,81.29124673862998,46,SD,1,SD,10100,"Aberdeen, SD"
26701,67452.56073474884,48801.30045032501,66186.49836444855,1266.062370300293,47733.06032538414,1068.2401249408722,103.25356221199036,106.148521900177,185.2774200439453,51718.45482945442,50614.51020169258,1103.9446277618408,103.25356221199036,106.148521900177,185.2774200439453,5962.651971101761,5883.523072957993,79.12889814376831,2.8949596881866455,2.8949596881866455,4.824932813644409,0.9649865627288818,0.9311990662473022,72.34907010014307,27,MN,1,MN,13420,"Bemidji, MN"
26702,17510.350925311446,13761.477642796934,16320.454629477113,1189.8962958343327,12914.535190779716,846.9424520172179,7.527678553014994,4.697378430515528,66.51167536899447,14161.737854775041,13278.068747665733,883.6691071093082,7.527678553014994,4.697378430515528,77.32561345025897,1097.9375105537474,1050.6672771535814,47.270233400166035,0.6207993105053902,0.7149202041327953,3.3763492628932,0.18519377315441427,0.04776080746541579,78.59053026118701,38,ND,2,MN; ND,NA,NA
26703,17390.382290244102,13812.458558261395,16448.873215526342,941.5090747177601,13127.56984642148,684.8887118399143,32.361417442560196,12.679619699716568,69.83253237605095,14286.903432697058,13581.386682838202,705.5167498588562,32.361417442560196,12.679619699716568,69.83253237605095,1293.5104574263096,1257.553326934576,35.95713049173355,1.1354883313179016,1.7032324969768524,3.406464993953705,0.18924805521965027,0.0358148264044198,79.42584773429678,27,MN,1,MN,NA,NA
26704,69988.30759429932,55089.08316266537,65372.7374830246,4615.570111274719,51795.203568696976,3293.8795939683914,44.63228631019592,23.459357261657715,268.052250623703,56733.870824337006,53302.45786201954,3431.4129623174667,44.63228631019592,23.459357261657715,304.9982314109802,4507.121257185936,4324.606399297714,182.51485788822174,2.784614324569702,3.438001871109009,13.526280283927917,0.5872250090448432,0.5934372303082824,78.71183781439585,38,ND,2,MN; ND,24220,"Grand Forks, ND-MN"
26801,174863.59131862223,142700.23736296967,162937.3427280225,11926.248590599746,133578.30025450885,9121.937108460814,196.9047856591642,211.1883978880942,527.9017212837934,147433.2502528131,137809.47984316573,9623.770409647375,196.9047856591642,211.1883978880942,528.2639430314302,8129.699862740934,7809.030526638031,320.6693361029029,6.614773061126471,14.885806966573,18.261125311255455,0.7634558525074943,1.2252499444942322,81.6066033454345,38,ND,2,MN; ND,22020,"Fargo, ND-MN"
26802,8559.065435528755,6494.712054133415,8385.688803792,173.37663173675537,6352.262064814568,142.44998931884766,4.803001284599304,1.6400492191314697,6.911635994911194,6659.771293401718,6517.3213040828705,142.44998931884766,4.803001284599304,1.6400492191314697,6.911635994911194,636.2219506502151,626.1473625898361,10.074588060379028,0.35143911838531494,0.35143911838531494,0.8200246095657349,0.11714637279510498,0.013723272659049712,75.881088923258,38,ND,1,ND,NA,NA
